time,seconds_elapsed,z,y,x
1737750410034403300,0.1654033203125,-389.33465576171875,22.679244995117188,-253.80101013183594
1737750410044358100,0.175358154296875,-389.46807861328125,22.702606201171875,-253.8450469970703
1737750410054316300,0.18531640625,-390.19354248046875,22.3878173828125,-253.62615966796875
1737750410064273400,0.1952734375,-390.39727783203125,22.483245849609375,-253.5751190185547
1737750410074229200,0.205229248046875,-390.44903564453125,22.660675048828125,-253.61846923828125
1737750410084186400,0.215186279296875,-390.1618347167969,22.46966552734375,-253.45132446289062
1737750410094143500,0.2251435546875,-390.8404846191406,22.314437866210938,-253.53982543945312
1737750410104097300,0.23509716796875,-390.6263427734375,22.73883056640625,-253.6838836669922
1737750410114052400,0.24505224609375,-390.6192932128906,22.997695922851562,-253.51739501953125
1737750410124008400,0.255008544921875,-390.13360595703125,22.453094482421875,-253.31439208984375
1737750410133964300,0.26496435546875,-390.5220642089844,22.359268188476562,-253.2493896484375
1737750410143920400,0.27492041015625,-390.52001953125,22.506805419921875,-253.608642578125
1737750410153876200,0.284876220703125,-390.5596923828125,22.6748046875,-253.47398376464844
1737750410163834400,0.29483447265625,-390.6725158691406,22.45904541015625,-253.22438049316406
1737750410173790200,0.304790283203125,-390.7933044433594,22.540740966796875,-253.3538360595703
1737750410183747300,0.314747314453125,-390.934814453125,22.509170532226562,-253.59283447265625
1737750410193703400,0.324703369140625,-390.8279724121094,22.723129272460938,-253.37445068359375
1737750410203659300,0.3346591796875,-390.86773681640625,22.7366943359375,-253.24131774902344
1737750410213617400,0.344617431640625,-390.7086181640625,22.476593017578125,-253.28970336914062
1737750410223573200,0.3545732421875,-390.72882080078125,22.469390869140625,-253.45315551757812
1737750410233529300,0.364529296875,-390.77850341796875,22.697982788085938,-252.9156494140625
1737750410243486500,0.374486572265625,-390.81597900390625,22.727737426757812,-253.4810791015625
1737750410253442300,0.3844423828125,-390.311767578125,22.392684936523438,-253.46746826171875
1737750410263398400,0.3943984375,-390.8402099609375,22.82757568359375,-253.2054443359375
1737750410273355300,0.404355224609375,-391.02008056640625,22.819793701171875,-253.06712341308594
1737750410283311400,0.414311279296875,-390.62286376953125,22.64251708984375,-253.22970581054688
1737750410293268200,0.424268310546875,-390.3675231933594,22.706100463867188,-253.07765197753906
1737750410303224300,0.434224365234375,-390.43377685546875,22.624267578125,-253.01885986328125
1737750410313179100,0.44417919921875,-390.41278076171875,22.73077392578125,-253.13137817382812
1737750410323135500,0.454135498046875,-390.3050231933594,22.230056762695312,-252.91761779785156
1737750410333092000,0.464092041015625,-390.85528564453125,22.774337768554688,-253.128173828125
1737750410343049200,0.47404931640625,-390.7262878417969,22.190505981445312,-252.8174285888672
1737750410353004300,0.48400439453125,-390.944580078125,22.76031494140625,-253.212890625
1737750410362961400,0.49396142578125,-390.6075439453125,22.712432861328125,-253.2891082763672
1737750410372917500,0.50391748046875,-390.68194580078125,22.65191650390625,-253.34693908691406
1737750410382873300,0.513873291015625,-390.7062072753906,23.110702514648438,-252.97940063476562
1737750410392828400,0.523828369140625,-389.8669128417969,22.752822875976562,-252.92648315429688
1737750410402785500,0.53378564453125,-390.2098388671875,22.707107543945312,-253.21405029296875
1737750410412740400,0.543740234375,-390.2813720703125,22.347946166992188,-253.16099548339844
1737750410422696700,0.55369677734375,-389.95611572265625,22.466522216796875,-252.92127990722656
1737750410432653600,0.563653564453125,-389.89105224609375,22.554153442382812,-252.88385009765625
1737750410442610400,0.5736103515625,-390.03948974609375,22.370590209960938,-252.95541381835938
1737750410452566500,0.58356640625,-389.765625,22.26025390625,-252.8113555908203
1737750410462521600,0.593521484375,-389.8030090332031,23.06817626953125,-252.76611328125
1737750410472477700,0.603477783203125,-388.945556640625,22.761611938476562,-252.49134826660156
1737750410482433500,0.61343359375,-389.1334228515625,22.546981811523438,-252.8701934814453
1737750410492389400,0.623389404296875,-388.7765197753906,22.808624267578125,-252.59278869628906
1737750410502344700,0.6333447265625,-388.5064392089844,22.3916015625,-252.54412841796875
1737750410512300500,0.643300537109375,-388.347900390625,22.350570678710938,-252.81805419921875
1737750410522256600,0.653256591796875,-388.4522705078125,22.283050537109375,-252.60504150390625
1737750410532212500,0.66321240234375,-388.79730224609375,22.211288452148438,-252.62660217285156
1737750410542167600,0.67316748046875,-388.74066162109375,22.140380859375,-252.88455200195312
1737750410552122600,0.68312255859375,-388.29833984375,22.005691528320312,-252.8810577392578
1737750410562078500,0.693078369140625,-388.2905578613281,22.130157470703125,-252.56898498535156
1737750410572032500,0.703032470703125,-388.38031005859375,22.24603271484375,-252.46461486816406
1737750410581987600,0.712987548828125,-388.31427001953125,22.26776123046875,-252.59194946289062
1737750410591944400,0.7229443359375,-389.01654052734375,22.045928955078125,-252.40103149414062
1737750410601901600,0.732901611328125,-388.9591064453125,21.9722900390625,-252.3628692626953
1737750410611856400,0.7428564453125,-389.00811767578125,22.242904663085938,-252.5527801513672
1737750410621811700,0.752811767578125,-389.146728515625,22.246917724609375,-252.57122802734375
1737750410631765500,0.762765625,-389.47259521484375,22.136123657226562,-252.42581176757812
1737750410641720600,0.772720458984375,-389.67431640625,21.867843627929688,-252.41798400878906
1737750410651675400,0.78267529296875,-389.171875,22.13092041015625,-252.1148681640625
1737750410661630700,0.792630615234375,-389.2315673828125,21.800430297851562,-252.00045776367188
1737750410671587600,0.802587646484375,-389.42852783203125,21.97625732421875,-252.35748291015625
1737750410681543700,0.812543701171875,-389.2624816894531,22.062774658203125,-252.03688049316406
1737750410691499500,0.82249951171875,-389.84625244140625,21.462448120117188,-252.1051788330078
