time,seconds_elapsed,z,y,x
1737750026098084000,0.118083984375,-0.42327880859375,0.8782501220703125,0.215362548828125
1737750026108151800,0.12815185546875,-0.4243316650390625,0.879791259765625,0.2209625244140625
1737750026118219800,0.1382197265625,-0.4281005859375,0.8773956298828125,0.218170166015625
1737750026128288000,0.1482880859375,-0.4283905029296875,0.873138427734375,0.212554931640625
1737750026138355000,0.15835498046875,-0.426605224609375,0.8768768310546875,0.209442138671875
1737750026148423000,0.1684228515625,-0.423919677734375,0.8785858154296875,0.2053985595703125
1737750026158491000,0.178490966796875,-0.4239349365234375,0.8798675537109375,0.2041473388671875
1737750026168558800,0.188558837890625,-0.4249725341796875,0.8834381103515625,0.2018280029296875
1737750026178625800,0.198625732421875,-0.4235382080078125,0.8853912353515625,0.19744873046875
1737750026188694000,0.208694091796875,-0.42449951171875,0.884857177734375,0.1960906982421875
1737750026198762000,0.218761962890625,-0.4259796142578125,0.8803558349609375,0.193084716796875
1737750026208829000,0.228828857421875,-0.427032470703125,0.8767242431640625,0.1954345703125
1737750026218897000,0.23889697265625,-0.4287567138671875,0.874359130859375,0.1981964111328125
1737750026228965000,0.248965087890625,-0.4309539794921875,0.87237548828125,0.19976806640625
1737750026239033000,0.259033203125,-0.434417724609375,0.871002197265625,0.1995849609375
1737750026249100000,0.26910009765625,-0.4293212890625,0.8700408935546875,0.1993255615234375
1737750026259168000,0.27916796875,-0.4263458251953125,0.870574951171875,0.1967926025390625
1737750026269236000,0.289236083984375,-0.4278411865234375,0.8680572509765625,0.1938323974609375
1737750026279304000,0.299303955078125,-0.4269561767578125,0.868316650390625,0.1898193359375
1737750026289371100,0.30937109375,-0.4285430908203125,0.874359130859375,0.19000244140625
1737750026299438800,0.31943896484375,-0.4306488037109375,0.8776397705078125,0.193145751953125
1737750026309506800,0.3295068359375,-0.426544189453125,0.8765716552734375,0.19073486328125
1737750026319574800,0.33957470703125,-0.4249267578125,0.879547119140625,0.1883544921875
1737750026329641700,0.349641845703125,-0.4270782470703125,0.880523681640625,0.1858673095703125
1737750026339710000,0.3597099609375,-0.427520751953125,0.8765716552734375,0.1851654052734375
1737750026349778000,0.36977783203125,-0.427764892578125,0.8745574951171875,0.1874542236328125
1737750026359846000,0.379845947265625,-0.425994873046875,0.873779296875,0.1899261474609375
1737750026369912800,0.389912841796875,-0.424407958984375,0.8740234375,0.19158935546875
1737750026379981000,0.39998095703125,-0.425384521484375,0.8717803955078125,0.1956634521484375
1737750026390049000,0.410049072265625,-0.42608642578125,0.8719635009765625,0.19873046875
1737750026400117000,0.420116943359375,-0.428863525390625,0.878662109375,0.1975860595703125
1737750026410184000,0.430183837890625,-0.43048095703125,0.878875732421875,0.19927978515625
1737750026420251600,0.440251708984375,-0.428497314453125,0.8814849853515625,0.20135498046875
1737750026430319900,0.45031982421875,-0.4279022216796875,0.8875274658203125,0.2018280029296875
1737750026440386800,0.46038671875,-0.42529296875,0.8910369873046875,0.2051544189453125
1737750026450454800,0.470454833984375,-0.425079345703125,0.889373779296875,0.21221923828125
1737750026460522800,0.480522705078125,-0.4224853515625,0.888458251953125,0.2171173095703125
1737750026470590500,0.490590576171875,-0.4203948974609375,0.888641357421875,0.2185516357421875
1737750026480657700,0.50065771484375,-0.4229278564453125,0.88909912109375,0.216033935546875
1737750026490725600,0.5107255859375,-0.4234161376953125,0.8860626220703125,0.215484619140625
1737750026500793600,0.520793701171875,-0.4227447509765625,0.8801727294921875,0.2178497314453125
1737750026510861600,0.530861572265625,-0.4224090576171875,0.8754425048828125,0.219879150390625
1737750026520928500,0.540928466796875,-0.424163818359375,0.8746185302734375,0.21978759765625
1737750026530996700,0.550996826171875,-0.4263916015625,0.8712310791015625,0.2216644287109375
1737750026541064700,0.561064697265625,-0.42529296875,0.8666534423828125,0.225738525390625
1737750026551132700,0.571132568359375,-0.4208526611328125,0.8649444580078125,0.2269134521484375
1737750026561199600,0.58119970703125,-0.4186859130859375,0.8619232177734375,0.2241668701171875
1737750026571267600,0.591267578125,-0.4235687255859375,0.8611297607421875,0.221343994140625
1737750026581335800,0.601335693359375,-0.4233551025390625,0.8595428466796875,0.22344970703125
1737750026591403800,0.61140380859375,-0.4236602783203125,0.85821533203125,0.2247467041015625
1737750026601470700,0.621470703125,-0.4239654541015625,0.8604888916015625,0.225433349609375
1737750026611538700,0.63153857421875,-0.4244384765625,0.8580169677734375,0.226715087890625
1737750026621606700,0.641606689453125,-0.4267578125,0.8572845458984375,0.2269439697265625
1737750026631675000,0.6516748046875,-0.4290008544921875,0.8638458251953125,0.2260589599609375
1737750026641741800,0.661741943359375,-0.431427001953125,0.872406005859375,0.2263641357421875
1737750026651809800,0.671809814453125,-0.430877685546875,0.87811279296875,0.22674560546875
1737750026661877800,0.681877685546875,-0.4284515380859375,0.8807525634765625,0.229278564453125
1737750026671945500,0.691945556640625,-0.426361083984375,0.8824310302734375,0.230224609375
1737750026682012700,0.7020126953125,-0.42578125,0.884918212890625,0.2257232666015625
1737750026692080600,0.71208056640625,-0.4271087646484375,0.8852386474609375,0.2208709716796875
1737750026702148600,0.722148681640625,-0.4282684326171875,0.8836212158203125,0.2195281982421875
1737750026712216600,0.732216552734375,-0.427215576171875,0.8846435546875,0.22308349609375
1737750026722283500,0.742283447265625,-0.4273834228515625,0.8841094970703125,0.226715087890625
1737750026732351700,0.752351806640625,-0.4255523681640625,0.884674072265625,0.2298583984375
1737750026742419700,0.762419677734375,-0.4246826171875,0.884552001953125,0.2304534912109375
