time,seconds_elapsed,z,y,x
1737749423544679200,0.31967919921875,-0.012471583671867847,-0.01672971062362194,-0.010357299819588661
1737749423554746000,0.32974609375,-0.013668407686054707,-0.015191735699772835,-0.013464942574501038
1737749423564813000,0.33981298828125,-0.011799135245382786,-0.017902567982673645,-0.007281614933162928
1737749423574880300,0.34988037109375,-0.01028486154973507,-0.024547154083848,-0.008946357294917107
1737749423584946200,0.3599462890625,-0.008351939730346203,-0.03141065314412117,-0.01649269089102745
1737749423595013000,0.37001318359375,-0.009407083503901958,-0.03639103099703789,-0.020107664167881012
1737749423605080000,0.380080078125,-0.014705709181725979,-0.03208283334970474,-0.02695837989449501
1737749423615147300,0.390147216796875,-0.02076493389904499,-0.014750183559954166,-0.024108266457915306
1737749423625214500,0.40021435546875,-0.030834877863526344,-0.002115348819643259,-0.022773755714297295
1737749423635281400,0.410281494140625,-0.03242079168558121,0.005144428461790085,-0.017531322315335274
1737749423645347300,0.420347412109375,-0.03314676880836487,-0.004142014309763908,-0.010488061234354973
1737749423655414300,0.430414306640625,-0.027153590694069862,-0.013129916973412037,-0.005071457475423813
1737749423665481200,0.440481201171875,-0.017103886231780052,-0.019462114199995995,0.0027806065045297146
1737749423675548400,0.45054833984375,-0.014762700535356998,-0.028477180749177933,-0.00031372037483379245
1737749423685615400,0.460615478515625,-0.01576378382742405,-0.03478913754224777,-0.0008692557457834482
1737749423695681300,0.470681396484375,-0.013047358952462673,-0.029583990573883057,0.0014692660188302398
1737749423705748200,0.480748291015625,-0.010477940551936626,-0.011382883414626122,0.004131894558668137
1737749423715815400,0.4908154296875,-0.007685616612434387,0.008489624597132206,0.004025634378194809
1737749423725882400,0.50088232421875,-0.00811784714460373,0.017657291144132614,0.007397728972136974
1737749423735949300,0.51094921875,-0.0012112056137993932,0.017721472308039665,0.007351655978709459
1737749423746016300,0.521016357421875,-0.006296245381236076,0.008960205130279064,0.006680273450911045
1737749423756082200,0.531082275390625,-0.005160140804946423,-0.00947845634073019,0.0041369544342160225
1737749423766149400,0.5411494140625,-0.0017648768844082952,-0.037575870752334595,0.005041630007326603
1737749423776216300,0.55121630859375,0.008753810077905655,-0.052436843514442444,-0.0007411577389575541
1737749423786283300,0.561283203125,0.011711783707141876,-0.050207242369651794,-0.004661597311496735
1737749423796350200,0.57135009765625,-0.003979295492172241,-0.04807644709944725,-0.010360228829085827
1737749423806416400,0.58141650390625,-0.015222628600895405,-0.04758669435977936,-0.0034618431236594915
1737749423816483300,0.5914833984375,-0.014814365655183792,-0.03977697342634201,-0.0034352114889770746
1737749423826550300,0.60155029296875,-0.021636053919792175,-0.030953388661146164,-0.0015843145083636045
1737749423836617200,0.6116171875,-0.024704281240701675,-0.027669711038470268,-0.002689260058104992
1737749423846684200,0.62168408203125,-0.02652588300406933,-0.019761720672249794,-0.0007166566210798919
1737749423856751000,0.631751220703125,-0.02381931245326996,-0.021389978006482124,-0.0003051982494071126
1737749423866817300,0.6418173828125,-0.02099316567182541,-0.028895031660795212,0.002758502261713147
1737749423876884200,0.65188427734375,-0.014782408252358437,-0.043594349175691605,-0.002376871183514595
1737749423886951200,0.661951171875,-0.0059873186983168125,-0.054064832627773285,-0.005256547126919031
1737749423897018000,0.67201806640625,0.0012993563432246447,-0.06279706954956055,-0.005419532768428326
1737749423907085000,0.6820849609375,0.00836978293955326,-0.06549005955457687,-0.00948165263980627
1737749423917152300,0.69215234375,0.010839331895112991,-0.06142900511622429,-0.006418218370527029
1737749423927218200,0.70221826171875,0.010382333770394325,-0.051965728402137756,-0.0030394657514989376
1737749423937285000,0.71228515625,0.006878145970404148,-0.03399551659822464,-0.002079928759485483
1737749423947352000,0.72235205078125,0.005086371209472418,-0.012952816672623158,-0.002042910782620311
1737749423957419300,0.732419189453125,-0.0025683525018393993,0.005733519326895475,-0.004225904121994972
1737749423967486200,0.742486328125,-0.0012397015234455466,0.009871006943285465,0.0031529164407402277
1737749423977552100,0.75255224609375,0.006925283931195736,0.008469385094940662,0.005605421494692564
1737749423987619000,0.762619140625,0.006719421595335007,0.008864331990480423,0.00577719509601593
1737749423997686300,0.772686279296875,0.0028003137558698654,-0.0016900419723242521,0.0013137373607605696
1737749424007753200,0.782753173828125,0.012176771648228168,-0.02515542134642601,-0.003997670952230692
1737749424017820400,0.7928203125,0.01847967505455017,-0.03435530886054039,-0.007109042257070541
1737749424027887400,0.802887451171875,0.013349360786378384,-0.03194594755768776,-0.01098713744431734
1737749424037953000,0.812953125,0.012738431803882122,-0.017773138359189034,-0.010026268661022186
1737749424048020500,0.8230205078125,0.017375795170664787,-0.005035505164414644,-0.0048855687491595745
1737749424058087400,0.83308740234375,0.009580455720424652,0.0041611893102526665,-0.004089816473424435
1737749424068154400,0.843154296875,0.007257380057126284,0.01601172238588333,0.0004700479330495
1737749424078221300,0.85322119140625,0.0015385081060230732,0.0242502111941576,0.0008096009842120111
1737749424088287200,0.863287353515625,-0.003323625074699521,0.02568565495312214,0.006265618838369846
1737749424098354400,0.8733544921875,-0.0012309130979701877,0.018549716100096703,0.004345479886978865
1737749424108421400,0.88342138671875,-0.0011704593198373914,0.01119086891412735,0.005167065188288689
1737749424118488300,0.89348828125,0.006989998742938042,0.006030461750924587,0.002746518002822995
1737749424128555300,0.90355517578125,0.009995375759899616,0.0032346753869205713,-0.006189186125993729
1737749424138622200,0.913622314453125,0.005456550512462854,0.005110073368996382,-0.0065377941355109215
1737749424148688400,0.9236884765625,-0.002171275205910206,0.005334577988833189,-0.0038693067617714405
